30,09e4fcf0-10ff2d70-5a2df175-13c17b90-55b32b91,2019-07-15 17:51:31.566,360
31,e2a9afd2-4d99a7ec-5346ddf0-ec9d9dcf-4ef11c47,2019-07-15 17:51:31.628,62
32,42cd7751-381f2bb4-5d816e49-ef24ea1a-a4421f5c,2019-07-15 17:51:31.675,47
33,f0dec13b-90a4efb2-14253d2e-00b595dc-5125ea76,2019-07-15 17:51:31.722,47
34,44629838-ae866d5d-89ba6393-8b0720a2-2a918292,2019-07-15 17:51:31.784,62
35,cafaaf09-ad6474cb-536ef1de-b4844902-5164b81e,2019-07-15 17:51:31.831,47
36,154b1169-ecad4c00-04036177-198d944b-6a0ce12a,2019-07-15 17:51:31.878,47
37,b500d03f-aebcff75-349b642a-cb71b0a4-ff937c6f,2019-07-15 17:51:31.925,47
38,1c5f036d-9dee75aa-792b4729-26732602-9a9d2e5c,2019-07-15 17:51:31.972,47
39,cfa190ba-84c63c02-75bbd7bb-30e8e57d-dc9df9d4,2019-07-15 17:51:32.019,47
40,5a87a3be-54faa1e4-c8067c9b-8085b1ba-a304dca5,2019-07-15 17:51:32.066,47
41,6d2c6195-7781da05-f65d08ad-545a81f8-0417952e,2019-07-15 17:51:32.144,78
42,68fc7c98-9e686daa-bc9c8d6a-73d804d1-a66986ad,2019-07-15 17:51:32.206,62
43,2e512fe8-efe0484f-822b251e-b8f18125-5f8f9d84,2019-07-15 17:51:32.237,31
44,b7e3bdaf-b5f8f789-960bfa12-b4af5722-af52f7f2,2019-07-15 17:51:32.269,32
45,0a6fb33b-bf790ab1-cc6beb29-4e4224da-2f18604b,2019-07-15 17:51:32.316,47
46,ab595086-7d14b300-99afcee8-cb1c66aa-3b0445f7,2019-07-15 17:51:32.347,31
47,8e294083-42b627cb-7927fa4e-5c181f4e-4a81efe4,2019-07-15 17:51:32.378,31
48,b198358a-bfeb84e9-51987c73-117efdc3-52c0ed82,2019-07-15 17:51:32.409,31
49,a1b51752-fe8b3d26-b1b2ae70-e13165b7-27d0e259,2019-07-15 17:51:32.441,32
50,67348843-b65d48f6-48e76b2b-68a56ad5-8eff74fd,2019-07-15 17:51:32.831,390
51,6aee3d6d-a87c940b-e27f5e04-8d788e1a-79fe7811,2019-07-15 17:51:32.894,63
52,bb30a21c-82e10cac-569ec17e-c8a94238-c849f1e7,2019-07-15 17:51:32.941,47
53,c74ff2db-197c88d0-c2504995-bea614ce-8d2ee3b9,2019-07-15 17:51:32.987,46
54,c11c957d-3c8bc5c1-78b34b91-1df5e353-69d773aa,2019-07-15 17:51:33.034,47
55,75ea0d0c-5e20afac-b7a964e4-c9dac018-7b951a92,2019-07-15 17:51:33.097,63
56,d25e4a7e-4e5028ef-30a5b8fa-8f026d96-0cd6c166,2019-07-15 17:51:33.144,47
57,8c1006ef-59dc9ad5-f3f339a5-1d306218-c32462ce,2019-07-15 17:51:33.175,31
58,87cf773e-05220198-64f4ab67-760fab30-dc5846f5,2019-07-15 17:51:33.222,47
59,39b06f6f-6704e654-af00fc74-eabe5ab0-da1e2b64,2019-07-15 17:51:33.269,47
60,1aadc8b7-f87cd0c5-546a70dc-059e0960-9fbf0fd5,2019-07-15 17:51:33.316,47
61,f2d1b950-023a88dd-372a37a1-007c7b56-fd97d8b9,2019-07-15 17:51:33.362,46
62,acd8725b-ae6ca33d-97975186-9af9bfc1-007166cd,2019-07-15 17:51:33.409,47
63,95f4154a-d924b6ec-400df2f6-ce59534e-41cfd0ab,2019-07-15 17:51:33.456,47
64,056a53d5-f5ceb1d2-5706d79a-fcd6f5a6-4e62e47c,2019-07-15 17:51:33.503,47
65,a213b30a-a42b231d-dc641897-a3ee7418-c6920128,2019-07-15 17:51:33.909,406
66,554cf891-6c4d7e0e-77e40862-2b64ac94-919bf8d3,2019-07-15 17:51:33.956,47
67,97d943cb-5a9dab84-2bb4b322-2f9585ac-6c1a22ed,2019-07-15 17:51:34.019,63
68,17bcfafe-fc6ac4b5-b6d39ff2-c4672be5-3569981c,2019-07-15 17:51:34.066,47
69,408db5fd-87698f82-88a0d8cd-1d23485d-5d601ec0,2019-07-15 17:51:34.112,46
70,e1aa9d7b-77ec1c22-adaf14cc-ae329294-e375705f,2019-07-15 17:51:34.175,63
71,0a597504-f641a2e7-74fdee66-2833050c-0676f6fe,2019-07-15 17:51:34.237,62
72,6764c2b3-976692ba-b50ebd61-d27df598-f9cc6a63,2019-07-15 17:51:34.269,32
73,2b8f8cd0-b670bc25-071b0115-3294cd9b-11130dcf,2019-07-15 17:51:34.300,31
74,308104d9-ad50140b-534acb6d-b65e6627-38d2b398,2019-07-15 17:51:34.331,31
75,d06e2c26-d4980439-28264b6a-d155a28b-a104981e,2019-07-15 17:51:34.362,31
76,e51b93b3-af610aed-a00e3664-b79e1c43-b229b113,2019-07-15 17:51:34.394,32
77,35182560-02f883ae-5e568976-6024036c-c356f776,2019-07-15 17:51:34.425,31
78,6c26e01e-940c33a4-8add2325-c2c192af-a17dd8f4,2019-07-15 17:51:34.456,31
79,1e4c0a80-c1db9fd9-24ffbf06-31bb4a38-6715a0e8,2019-07-15 17:51:34.487,31
80,b96c5f4f-a8d7d293-fe8f3daa-defd0190-f0dd83c2,2019-07-15 17:51:34.519,32
81,c2f628d3-8a2f41e9-dfeb2d6d-29415ccc-ded0d0d3,2019-07-15 17:51:34.550,31
82,f91bbd2b-79af72d7-c6a2bd75-6975420b-15d16346,2019-07-15 17:51:34.566,16
83,135c4c11-ae1c66b6-60c62dc9-956ea3f1-c08bb695,2019-07-15 17:51:34.597,31
84,b79bfee7-748f6235-7bffb927-8ea02bfd-d5a47e8c,2019-07-15 17:51:35.019,422
85,f94040c8-52f67c11-82c64484-7f30a554-9eea868b,2019-07-15 17:51:35.066,47
86,ec5de822-7a60799a-4b4b315c-e933fd3c-77699ce6,2019-07-15 17:51:35.112,46
87,7595eab8-215129a1-0496592f-1803c122-5faf3143,2019-07-15 17:51:35.175,63
88,23211aad-4b724418-9b9d2e68-bcc1fb97-2fe82561,2019-07-15 17:51:35.237,62
89,933210ad-7f804fb7-4fd7bad6-48945678-13af00b4,2019-07-15 17:51:35.300,63
90,d651c908-fc7ec18f-e5c7c0f6-530f1968-e968dc8c,2019-07-15 17:51:35.331,31
91,0d09cfc8-88bb5484-89706047-816913d4-d18a3721,2019-07-15 17:51:35.378,47
92,d22cb613-ea0f576c-3320eb0e-281257ff-026255af,2019-07-15 17:51:35.409,31
93,5aa220f5-2a54c069-02d10d4e-a8485415-c526c015,2019-07-15 17:51:35.784,375
94,a41a3771-b9102086-3498850c-b40c4d7e-88c5413b,2019-07-15 17:51:35.847,63
95,2bf3b99b-7b74a9da-8189df6c-ae517249-b0753c0a,2019-07-15 17:51:35.894,47
96,655570be-e99d68a4-2748e659-51bb4578-f148b2d6,2019-07-15 17:51:35.941,47
97,6cb1c774-d43d2a65-6552113d-be214558-0a29e5a5,2019-07-15 17:51:35.987,46
98,46e6447e-d086ab67-a7de411b-414c7143-f537b5f4,2019-07-15 17:51:36.050,63
99,f2daf0f7-276d5999-0a80fff1-4d1e50b4-3e873a97,2019-07-15 17:51:36.112,62
100,4784f9ec-1c3e23f0-50251206-a9da5b49-ef69b297,2019-07-15 17:51:36.159,47
101,7e2b118a-2828b54c-175bea7a-83381dd8-c1cbb53f,2019-07-15 17:51:36.206,47
102,265f3b64-23726106-9de13592-5aa22d1e-58e59b06,2019-07-15 17:51:36.284,78
103,c2e89431-fee0d5bf-56aa91f2-e5f7b4b8-e364630c,2019-07-15 17:51:36.316,32
104,c283ae07-fb154a94-706d2fbc-ba7c8051-5a77631e,2019-07-15 17:51:36.347,31
105,da5e163f-da2f9db2-552b9195-d5e42e80-27508a25,2019-07-15 17:51:36.378,31
106,fc6659fd-c1ff9071-16bb2f2f-2badce92-0f49ed26,2019-07-15 17:51:36.409,31
107,8201330a-146a1df9-deed3016-353b69ab-87916128,2019-07-15 17:51:36.441,32
108,e4df6afd-2ebb8bf9-28903ee2-78709ce6-14b7af94,2019-07-15 17:51:36.472,31
109,613722d5-14774c43-e0cffd5c-b2f86bae-16f2cd60,2019-07-15 17:51:36.503,31
110,c6468b6a-6806bc4a-3702ef4a-c442deda-635f54f1,2019-07-15 17:51:36.534,31
111,cc883ec4-db7baf20-2699422b-c7b111b9-a50ec913,2019-07-15 17:51:36.566,32
112,2812f8a5-a2291d80-2f11b521-5ee306cc-68b7455f,2019-07-15 17:51:36.597,31
113,023e867b-2bda5c0f-716663ca-c6325a61-b33c9260,2019-07-15 17:51:36.628,31
114,142490b3-087b206a-8d325c4f-5315a3fc-23347145,2019-07-15 17:51:36.691,63
115,a46bfc16-2ca8b165-ce2ce809-a0a61e3b-8dc4d896,2019-07-15 17:51:36.737,46
116,95d8f0ec-fe86c8e0-5e1ec80b-820a03cd-f150e480,2019-07-15 17:51:36.784,47
117,aebcd39c-db3c46ff-7ce3a97b-599778bf-b5a08ef7,2019-07-15 17:51:36.831,47
118,ed3d01b3-a397c27d-04e9ca23-691d7ba6-bcb23606,2019-07-15 17:51:36.878,47
119,57cd943b-89e4ee65-811e49aa-c127c578-3b247cdd,2019-07-15 17:51:36.925,47
120,daac314a-3e2926b9-c2d094e9-9d287470-eb5ec53a,2019-07-15 17:51:36.972,47
121,bab77c42-e8b45781-a8b0de71-014193cc-1501f11b,2019-07-15 17:51:37.019,47
122,c0d1f021-9b07cecc-d8bcd5d7-14bfdc0a-5707b786,2019-07-15 17:51:37.425,406
123,95c17bdb-4150eb8f-36f36cb4-49eb3ec8-0a7d2e56,2019-07-15 17:51:37.472,47
124,ed5ab845-4536142b-5b858a68-567c65e1-e749f609,2019-07-15 17:51:37.534,62
125,6c83a76b-0a1470ff-02d75d03-cc5b5751-58d447ef,2019-07-15 17:51:37.581,47
126,e2bc430b-54c7811b-9fe8f2fe-c3414cc4-59f30d2b,2019-07-15 17:51:37.628,47
127,4007e935-c5bacfa3-6e5f057b-4bf82fee-9254b9b6,2019-07-15 17:51:37.675,47
128,96d14ed0-d44b25d0-4a044931-62d0e449-817c1e8d,2019-07-15 17:51:37.737,62
129,862d04e9-a9c973b5-c3d8c86e-41a07c22-ca4fe329,2019-07-15 17:51:37.784,47
130,a1095d6f-a5d03490-6f0b7ef7-52b68b6d-6e6deb41,2019-07-15 17:51:37.831,47
131,10a8ad06-3ac99938-9ce11111-2345ae7b-958c1687,2019-07-15 17:51:37.878,47
132,d7cad208-62ee58f8-2b47ef5c-ba43d185-a9bf2aef,2019-07-15 17:51:37.909,31
133,eb49184e-dd876220-c8477352-fa3863ad-bfee95c5,2019-07-15 17:51:37.941,32
134,446742b2-dbbcb641-4c9d876a-658a1046-67800887,2019-07-15 17:51:37.972,31
135,c85614d3-151becf1-a0dcc20c-ac8d0671-9c4fd051,2019-07-15 17:51:38.003,31
136,7321d8b0-d92f4416-27db7c62-8371de39-8e85a2c7,2019-07-15 17:51:38.050,47
137,facca775-d5bf064c-6d7bf65d-0b33c72e-8bd04292,2019-07-15 17:51:38.097,47
138,fac674b7-4e71f673-599974ca-958d26e4-c3ecf339,2019-07-15 17:51:38.144,47
139,30f36bd9-ab9a3983-d86e2934-f0e777c0-764e80a3,2019-07-15 17:51:38.534,390
140,c75e46e2-8b065d24-a0527e25-8ea446ba-b005012a,2019-07-15 17:51:38.566,32
141,eeba803a-335489ab-56f711e0-e080b7a1-43d7518b,2019-07-15 17:51:38.597,31
142,f8fa991d-81f06656-a71e9a92-076f82b8-ae36d443,2019-07-15 17:51:38.628,31
143,f1ce0985-ba0ad2ee-a2d24eb4-beaa4c12-1e4adbe2,2019-07-15 17:51:38.675,47
144,df1c1de0-d79b1530-61f057c7-7d3ec4bd-2c0d077a,2019-07-15 17:51:38.722,47
145,3e60d529-8d1eee5b-029d05ec-c20ac0a0-53fc8365,2019-07-15 17:51:38.784,62
146,c3bcd879-b0777a62-006c11ab-d68fe4d8-2c24c39d,2019-07-15 17:51:38.847,63
147,5828fb59-81b5e45a-cbe5bc87-478d902a-4d5eae9c,2019-07-15 17:51:38.894,47
148,f2da1607-b8e95a15-b6ea5a75-0ccb27ef-f270a378,2019-07-15 17:51:38.941,47
149,12f5b446-545f1340-ed7a09a5-d67a75a9-e3a73686,2019-07-15 17:51:39.003,62
150,d5b5428c-4cebc741-d805fc1b-437252ff-f004fb8e,2019-07-15 17:51:39.331,328
151,4a9b1a59-de79eeba-3fa96726-853fc471-7f5b6905,2019-07-15 17:51:39.378,47
152,3ea995a0-99f45010-788019a7-44993085-eb9a2e92,2019-07-15 17:51:39.409,31
153,3214d067-ff4e642a-16f9151b-04c82959-80e085f4,2019-07-15 17:51:39.456,47
154,056243ef-e547f4d3-b5d1c2eb-e8deda43-66059461,2019-07-15 17:51:39.503,47
155,23366bb8-acff0f97-37990138-4982f0a1-f9e1f0c3,2019-07-15 17:51:39.550,47
156,2750a9e5-8633dca5-d4c72a64-a4fa75f3-18373909,2019-07-15 17:51:39.597,47
157,b2a6bdc1-6ec2c80e-1d157926-ac0fc9c8-90a177b6,2019-07-15 17:51:39.644,47
158,049e28ae-9839d271-c2d1d0f2-ec63e7fb-d9968e04,2019-07-15 17:51:39.691,47
159,75bce629-dac57e2f-c532ae29-00762c17-5f7dfac2,2019-07-15 17:51:39.737,46
160,5e1ae52a-5d0dcc12-d0728a04-dc805c0b-e3558858,2019-07-15 17:51:39.784,47
161,4920ccfd-5822c85b-157b9620-004c95e5-31322e4c,2019-07-15 17:51:39.831,47
162,426af05e-34734e40-dcecd16e-71154f2b-8df1a8c6,2019-07-15 17:51:39.863,32
163,a6ae523d-f5bef622-a216de29-dec6f17a-8b324b06,2019-07-15 17:51:39.909,46
164,a0930b40-e50a7916-26307016-ec5e82d6-8a2caf63,2019-07-15 17:51:39.956,47
165,9e162fa9-87f5cb45-0eddbbfc-a29ebcec-87a66c16,2019-07-15 17:51:40.003,47
166,54d3bf35-7bec8e6c-229c9114-f872af64-552548ca,2019-07-15 17:51:40.394,391
167,d6a58962-445156af-b34ddb1b-3c485809-5609c603,2019-07-15 17:51:40.425,31
168,aed5fc56-7daa9382-41c101b9-010b0e0a-4b68d9c3,2019-07-15 17:51:40.472,47
169,28346ae4-1481fb28-fa568802-2cd37f1e-ba6c2305,2019-07-15 17:51:40.503,31
170,05b956fd-8c82cb46-3820eac3-474ff5f0-3d7d0d7a,2019-07-15 17:51:40.534,31
171,5c1700e3-9515eb17-60fd206d-77b3ee84-39a61554,2019-07-15 17:51:40.566,32
172,31bc99bb-57d18d01-e9c08f24-a796c0e1-746b0bf1,2019-07-15 17:51:40.597,31
173,ed28cbe4-a7322211-6a35bef5-18a600fb-dea6a024,2019-07-15 17:51:40.628,31
174,83ed0ab8-42b260aa-19a360b1-e9a404af-51ae7edb,2019-07-15 17:51:40.675,47
175,42767bf3-dd6f6474-a427ba93-a8d2ca46-a9b9693e,2019-07-15 17:51:40.706,31
176,466a52f6-10dd6d56-a7301990-3240167f-4933721b,2019-07-15 17:51:40.722,16
177,b1077718-66f5187e-97c811e3-0491a986-ec1e0739,2019-07-15 17:51:40.769,47
178,8309bd4c-e95e1b57-c8698a7e-00804c58-e7d057b1,2019-07-15 17:51:40.831,62
179,fa75a9a1-75afa717-3e0e46f0-bc959f19-63ad46bb,2019-07-15 17:51:40.878,47
180,8f5420fd-1497a3c3-ce37177d-0a352a41-8b1ce62c,2019-07-15 17:51:40.909,31
181,9eaf0f85-b78b932d-a8b8d84c-19d19a67-2bfb714f,2019-07-15 17:51:40.941,32
182,19cf4ddf-927c2f8f-0e5d679a-a2325b7a-bb4fb0e4,2019-07-15 17:51:40.988,47
183,669d91b6-fd4192ba-af186b3c-3a4f2c15-e4670f9a,2019-07-15 17:51:41.034,46
184,c06b1337-6113d2b7-8094bf74-81f7dcf3-172f9a3a,2019-07-15 17:51:41.456,422
185,198809b3-6f5a19ec-81f9d7d4-8e28bf05-55a316f7,2019-07-15 17:51:41.503,47
186,46296b8e-35eb85fb-e890428f-97552fee-60b9f672,2019-07-15 17:51:41.550,47
187,a36885c3-4ae3b142-f91c0fc6-8336ab36-49a6dbc2,2019-07-15 17:51:41.597,47
188,250c1b60-a3d9ac93-dd911e92-ab6b0741-ca44cda9,2019-07-15 17:51:41.644,47
189,701a2f5f-dd47729c-54117a9c-707917a5-ce25fb49,2019-07-15 17:51:41.691,47
190,20076cf5-3bfaffd9-0585141d-8dda0d53-f8429427,2019-07-15 17:51:41.753,62
191,a8d59fd7-c0844140-9a12d827-4df5e47d-dba3d9a2,2019-07-15 17:51:41.816,63
192,b4667359-f7e05282-c5a79cb2-d5c0bd80-6b49fa2c,2019-07-15 17:51:41.863,47
193,a766ce62-6b0e091b-a3bdbe4c-cef20e6b-00186bde,2019-07-15 17:51:41.909,46
194,fc8d4907-53ef04fe-09b9be88-0f13cf29-42d75ebf,2019-07-15 17:51:41.972,63
195,1979e6e8-391cfd85-a8bd32a9-4311ad98-2f75f249,2019-07-15 17:51:42.019,47
196,9bfc50eb-4ca77e6b-b3216585-e8962403-e4a8bee3,2019-07-15 17:51:42.066,47
197,f831b444-3535e9fb-4f9139e8-adca386b-175b3c2e,2019-07-15 17:51:42.441,375
198,96f0a5e8-4941509e-e8360b30-ed847497-c7c00e1f,2019-07-15 17:51:42.472,31
199,2e170834-c40ea754-9f9ba416-37fbd073-ff3e0751,2019-07-15 17:51:42.503,31
200,4d8a3184-fd29d5e8-fc636a17-e16aad83-77517c1c,2019-07-15 17:51:42.534,31
201,1212d99e-d7ef9132-885c9cc1-79237ce6-b5cd2da8,2019-07-15 17:51:42.566,32
202,73adeb2b-aa3949d9-b631b509-c8d37de0-6c76ff2f,2019-07-15 17:51:42.613,47
203,e0eb84c1-af8bf373-6d7b9029-db1799ca-4e0bea7d,2019-07-15 17:51:42.659,46
204,b858e08d-fcd25550-b9d224d1-e34dbbda-ee75897e,2019-07-15 17:51:42.691,32
205,fddf779e-dc55a95a-b3a6f080-fd4e6f7a-ab50241b,2019-07-15 17:51:42.738,47
206,7ad86fa6-a37fd466-3dba1275-a33bbd8b-bba90489,2019-07-15 17:51:42.784,46
207,66c91aa2-776badb1-81ae8ddf-570c3ce2-66045738,2019-07-15 17:51:42.831,47
208,91a036da-4e0d9625-9099741c-6cce38e2-96460e83,2019-07-15 17:51:42.894,63
209,4d432d3f-4c5d7fe3-f12caf98-5e81f858-a2123d5a,2019-07-15 17:51:42.941,47
210,c3962f50-7d6937d1-90ea4466-823d8857-66688aaa,2019-07-15 17:51:42.972,31
211,68713bfd-c56823ec-f46174ba-bb9a0e13-b27a6d92,2019-07-15 17:51:43.019,47
212,0e7c1bce-044cbbce-bbda3c7c-c084e769-2193cb90,2019-07-15 17:51:43.066,47
213,1bc70191-4f16ddfe-79e931d6-d4996d25-de6504e4,2019-07-15 17:51:43.472,406
214,5b10490e-73338328-969f7301-89e19b9f-c733d0a6,2019-07-15 17:51:43.519,47
215,e885895f-99b4bd2b-cb7b9e87-3725324b-f6269cea,2019-07-15 17:51:43.581,62
216,3680381c-6a358d57-0dbb28be-25468cc5-e75c3070,2019-07-15 17:51:43.628,47
217,101f28d7-185b821a-c2f386cf-1f99da4e-9f8d9002,2019-07-15 17:51:43.675,47
218,ccf1bc16-8bc7eb69-3f972589-8291b85c-ad7a9a81,2019-07-15 17:51:43.722,47
219,d63f7bc5-4106eae1-656ee853-b1f95e73-01999a01,2019-07-15 17:51:43.769,47
220,42064c7f-dfc33f0c-3cf0ec7c-35e3b755-4078d28b,2019-07-15 17:51:43.816,47
221,3930f6ed-4b85440e-1770dc3c-05701d73-c146eaa4,2019-07-15 17:51:43.863,47
222,1fdf4727-dd2d9762-b8ca7da8-dd9763c2-1637250e,2019-07-15 17:51:43.909,46
223,e6867dbe-860d2df4-cda0162c-8b4ac00b-c14229a0,2019-07-15 17:51:43.972,63
224,f3143a19-0d76fab9-3391caa7-3364abb2-d6998ffe,2019-07-15 17:51:44.019,47
225,098841c9-f957ccd7-23718638-6dd94300-990680a3,2019-07-15 17:51:44.409,390
226,d4c036e5-f370e80e-b9479790-28a2c958-b55bc900,2019-07-15 17:51:44.472,63
227,d06c45e6-44a03e7c-a32ae18d-d63c5b61-7da72b6f,2019-07-15 17:51:44.519,47
228,4b2f7760-cfa7b7f2-adfd0da1-008b4a3f-53c285c0,2019-07-15 17:51:44.566,47
229,5f82aa0e-bfc4293e-32885426-3208e341-91aacc6a,2019-07-15 17:51:44.597,31
230,744a9ba6-ae95201a-0ec2898f-20bc2c86-5bb38675,2019-07-15 17:51:44.628,31
231,54bb2b5b-aae7a7aa-3da6a058-af65fbd5-01e0cf69,2019-07-15 17:51:44.659,31
232,7284bc9f-e8a34478-b94a0f3d-4b7cfdfe-1d1c58ad,2019-07-15 17:51:44.691,32
233,ff0d59f9-bb26d2cb-e55fb80d-602088e7-bb661402,2019-07-15 17:51:44.706,15
234,25359e0e-600cedeb-71b67f69-8798d09f-597c61ed,2019-07-15 17:51:44.738,32
235,75019b6e-0a4a032c-d2e3043b-3ffcfc37-bd85f5ce,2019-07-15 17:51:44.769,31
236,42198b46-ee1d1137-2799284f-d066fe1d-d7f4b516,2019-07-15 17:51:44.800,31
237,b04647c9-e9378156-dd5bfca9-e06a1772-b9f77837,2019-07-15 17:51:44.831,31
238,fa899c2a-1da89105-f2f9f659-e09f6b3c-7a958b3e,2019-07-15 17:51:44.847,16
239,1d590db0-ff11aa58-bd99dbee-1f1b9261-41eee716,2019-07-15 17:51:44.878,31
240,df533625-74ff0221-ffec61e6-a4e5fa57-f1cc2a44,2019-07-15 17:51:44.909,31
241,3964e0d2-86da1e09-b48d16e5-4329bfff-7811bd49,2019-07-15 17:51:44.972,63
242,a4dd8495-e072a254-1cbae40e-3cd5dd87-479bf11b,2019-07-15 17:51:45.019,47
243,709853c5-42af75a8-fe33aed2-68b5cdd7-70d96894,2019-07-15 17:51:45.050,31
244,46c991e9-63707651-4fe1d510-ec3758ac-7cb14785,2019-07-15 17:51:45.097,47
245,54a12a17-b64b9b38-e3ecf5d4-9f087f42-2794240f,2019-07-15 17:51:45.503,406
246,25e65ad1-c2d84cc9-9f48ef9f-6bda12b9-e2fd17bc,2019-07-15 17:51:45.534,31
247,abf3d2ff-429df3eb-d0e67307-c5360a57-8ece40a3,2019-07-15 17:51:45.566,32
248,3cc83338-5f332f3f-76171f67-d13ff5b1-4f1c4f1c,2019-07-15 17:51:45.613,47
249,7d34d445-256ac042-35456f99-37804c41-a239013c,2019-07-15 17:51:45.644,31
250,2b67d145-16615529-8f95755d-7561568b-5758e7c7,2019-07-15 17:51:45.706,62
251,9599ffc8-edca2297-d6b088f8-3a750fdb-03e82bb8,2019-07-15 17:51:45.769,63
252,442ecfe6-5a555067-a38fca4d-529ca9f5-3cbd2235,2019-07-15 17:51:45.816,47
253,cf8e3cf2-475bdfbe-161736d5-917f64c0-9439c1a0,2019-07-15 17:51:45.863,47
254,9fba0552-539c9f7c-90fe189a-3620a8be-9200271b,2019-07-15 17:51:45.909,46
255,cfa7cd05-0c31bf60-6dd97b49-d5b4faff-5461fd4f,2019-07-15 17:51:45.956,47
256,ea7e301b-1fc882db-7c623adc-a6ba8036-28bb1da6,2019-07-15 17:51:45.988,32
257,39e03c20-ba87e512-9a9e915b-68f4bb8e-d0a09573,2019-07-15 17:51:46.394,406
258,4eaa8d0d-7cc7df86-e622a226-1c2e7af9-5ab6df23,2019-07-15 17:51:46.441,47
259,1a7f47a1-046f29ed-224260c2-6c89de8c-1803e53c,2019-07-15 17:51:46.503,62
260,bffc5520-94984b86-28050fc3-8df56cee-ef105948,2019-07-15 17:51:46.534,31
261,08c9697b-3b8dc8b7-78a13cee-1c197462-34571b39,2019-07-15 17:51:46.566,32
262,933fdc0c-696b3e92-4aa9dc09-96f77152-fc3da2f8,2019-07-15 17:51:46.597,31
263,8fdf26b2-2e1ab034-60d33e92-edef8587-b8bd85dd,2019-07-15 17:51:46.644,47
264,8d24cfa9-3e7a8c30-88b2e63e-238b4edd-a96ec4cc,2019-07-15 17:51:46.691,47
265,4ee296e3-151e91fa-13897c80-cf7a79b4-766bc969,2019-07-15 17:51:46.706,15
266,80e29339-37846cfc-9ecc372b-046de614-7d99109e,2019-07-15 17:51:46.738,32
267,6a33161f-7ea66cc1-6c57fec0-6030fa5d-5f850904,2019-07-15 17:51:46.769,31
268,77c9d353-a72f1ae8-0484f220-b80d7d59-8a2e358b,2019-07-15 17:51:46.800,31
269,f88ce721-2223ac03-e6d6e9b7-498d02fa-808286f7,2019-07-15 17:51:46.831,31
270,808d2c12-cf86d6b4-c0e93ab1-a77aea02-da3bc263,2019-07-15 17:51:46.863,32
